시도,시군구,기준년도,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023
시도,시군구,기준년도,중앙선침범,신호위반,안전거리미확보,안전운전의무불이행,교차로운행방법위반,보행자보호의무위반,기타,중앙선침범,신호위반,안전거리미확보,안전운전의무불이행,교차로운행방법위반,보행자보호의무위반,기타,중앙선침범,신호위반,안전거리미확보,안전운전의무불이행,교차로운행방법위반,보행자보호의무위반,기타,중앙선침범,신호위반,안전거리미확보,안전운전의무불이행,교차로운행방법위반,보행자보호의무위반,기타,중앙선침범,신호위반,안전거리미확보,안전운전의무불이행,교차로운행방법위반,보행자보호의무위반,기타,중앙선침범,신호위반,안전거리미확보,안전운전의무불이행,교차로운행방법위반,보행자보호의무위반,기타
서울,동작구,사고[건],30,121,195,809,51,70,58,37,147,185,757,57,74,70,29,142,216,719,54,49,53,27,123,169,648,38,49,44,25,145,200,680,47,38,52,18,147,226,664,32,65,63
서울,동작구,사망[명],0,1,0,7,0,0,1,0,0,1,3,0,0,0,1,1,0,6,0,1,0,0,1,0,8,0,0,2,0,1,0,4,0,2,0,1,0,1,3,0,1,0
서울,동작구,부상[명],45,193,286,"1,048",70,74,62,55,236,320,"1,059",81,77,81,33,218,339,990,77,48,56,37,178,251,834,52,52,48,39,202,299,891,73,38,61,26,247,334,841,42,71,72
서울,관악구,사고[건],30,159,159,711,64,37,47,30,165,190,730,86,39,42,37,168,165,786,104,39,47,32,172,202,723,84,45,59,23,135,150,656,87,40,43,18,97,101,585,60,38,48
서울,관악구,사망[명],0,1,0,6,0,1,0,1,2,0,7,0,0,0,0,2,0,6,1,0,2,0,1,0,4,0,0,3,0,0,0,7,1,0,1,0,3,0,6,0,1,0
서울,관악구,부상[명],37,232,206,932,90,38,59,41,222,278,911,107,42,45,42,222,222,966,144,40,55,37,234,285,884,128,47,72,33,176,223,828,130,42,52,23,141,136,732,84,38,56
서울,강남구,사고[건],88,300,491,"2,094",133,101,106,76,330,515,"2,150",154,125,134,65,322,558,"2,110",159,113,158,57,371,635,"2,134",162,99,181,59,349,474,"2,369",138,102,124,53,339,581,"2,525",109,118,115
서울,강남구,사망[명],0,5,1,11,0,1,1,0,1,0,10,0,0,0,0,3,2,10,0,1,0,0,0,0,8,0,1,1,1,5,0,6,0,1,3,0,0,0,6,0,0,1
서울,강남구,부상[명],131,466,738,"2,984",200,106,119,114,486,812,"2,929",216,133,164,94,471,879,"2,808",228,122,187,74,537,934,"2,838",215,108,212,105,508,717,"3,161",184,107,140,75,494,841,"3,290",149,121,141
서울,강동구,사고[건],35,151,152,837,74,68,48,33,164,148,813,50,80,65,30,123,160,752,47,57,56,23,144,121,615,44,27,44,15,142,152,682,43,50,49,35,114,130,763,38,49,31
서울,강동구,사망[명],0,0,0,9,0,2,1,1,3,0,1,0,1,1,1,1,0,4,0,1,0,0,2,0,2,0,1,4,0,1,0,5,0,0,1,0,2,1,1,0,0,0
서울,강동구,부상[명],49,239,242,"1,081",96,74,53,48,248,242,"1,054",70,87,76,40,165,235,917,61,59,61,33,220,184,802,61,26,45,31,190,243,913,48,52,54,48,164,198,949,47,50,35
서울,송파구,사고[건],63,331,370,"1,656",103,77,96,85,390,419,"1,620",87,84,88,70,328,369,"1,474",87,57,99,65,370,381,"1,454",62,76,95,60,308,332,"1,549",56,76,92,51,319,353,"1,567",70,71,94
서울,송파구,사망[명],1,5,2,18,0,0,1,2,4,0,7,0,0,0,0,2,0,8,0,0,0,0,2,0,12,0,0,0,0,1,0,7,0,0,0,0,1,0,8,0,0,1
서울,송파구,부상[명],96,503,568,"2,187",142,78,102,121,599,603,"2,212",111,93,95,113,476,561,"1,914",121,58,109,90,515,569,"1,920",92,78,110,92,458,529,"2,084",88,85,109,88,445,534,"2,099",104,77,116
서울,서초구,사고[건],68,208,335,"1,388",71,85,72,56,238,429,"1,329",66,73,65,36,184,446,"1,225",84,54,85,35,153,354,"1,229",39,67,102,25,203,338,"1,466",22,65,62,40,166,457,"1,206",24,87,69
서울,서초구,사망[명],2,2,0,12,0,0,0,0,1,0,12,0,1,0,1,0,0,7,0,0,0,1,1,0,3,0,0,3,0,0,0,7,0,1,0,1,0,0,1,0,0,3
