광역지자체,2018,2018,2018,2018,2019,2019,2019,2019,2020,2020,2020,2020,2021,2021,2021,2021,2022,2022,2022,2022,2023,2023,2023,2023
광역지자체,사고[건],사망[명],중상[명],부상[명],사고[건],사망[명],중상[명],부상[명],사고[건],사망[명],중상[명],부상[명],사고[건],사망[명],중상[명],부상[명],사고[건],사망[명],중상[명],부상[명],사고[건],사망[명],중상[명],부상[명]
서울,"38,795",304,"11,382","53,751","39,258",250,"10,615","53,904","35,227",219,"8,797","47,513","33,913",243,"8,162","45,223","33,698",221,"7,740","45,329","33,811",180,"7,809","45,414"
